176444,3
176562,0
176737,2
176840,1
177018,3
177499,2
177631,1
177839,3
178152,3
178257,0
178487,2
178615,1
178762,3
178901,0
179058,2
179229,1
179412,3
179584,0
179784,2
179936,1
180132,3
180274,0
180482,2
180651,1
180849,3
180995,0
181226,2
181393,1
181623,3
181724,0
181975,2
182121,1
182338,3
182453,0
182655,2
182801,1
182961,3
183096,0
183239,2
183339,1
183490,3
183594,0
183730,2
183953,3
184101,1
184108,2
184192,0
185070,2
185292,0
185401,1
185476,3
186387,0
186469,2
186649,1
187614,3
187852,0
188241,2
188566,1
188952,3
189149,0
189408,2
189587,1
189742,3
189864,0
190022,2
190151,1
190279,3
190484,2
190677,1
190729,0
191415,2
191755,3
192055,1
192207,2
192372,0
192481,3
192642,1
193525,2
193618,1
193747,3
194404,1
194631,2
195031,1
195381,3
195702,1
196071,2
196473,0
196989,3
197151,1
197274,2
197427,0
197611,3
197814,1
197928,2
198222,0
198638,3
198992,1
199299,2
199616,0
199704,3
200439,1
200699,2
201121,0
201518,1
201842,2
202070,0
202243,3
202436,1
202612,2
202818,0
202978,3
203206,1
203347,2
203499,0
203630,3
203770,2
203896,1
204001,0
204180,3
204198,2
204325,3
204436,1
204441,0
204697,3
204738,2
204890,1
204942,0
205155,3
205217,2
205314,1
205388,0
205561,3
205623,2
205760,1
205826,0
206001,3
206051,2
206151,1
206201,0
206515,0
206584,1
206666,2
206706,3
207074,0
207144,1
207225,2
207278,3
207599,0
207671,1
207761,2
207802,3
208369,2
208539,1
208716,3
208854,0
209035,2
209131,1
209353,3
209484,0
209631,2
209768,1
209949,3
210085,0
210273,2
210408,1
210807,3
210984,0
211163,2
211302,1
211472,3
211777,0
212002,2
212170,1
212334,3
212646,0
213319,0
213321,3
213326,1
213327,2
213561,1
213563,0
213564,2
213565,3
213891,0
213891,3
213894,2
213895,1
214522,2
214529,1
214842,3
214851,0
215577,2
215593,1
216058,3
216063,0
216489,0
216490,2
216904,1
216911,3
217336,0
217338,2
217756,3
217773,1
218199,0
218206,2
218655,3
218689,1
218892,2
218984,0
219156,3
219273,1
219435,2
219566,0
219769,3
219924,1
220078,2
220365,0
220893,3
221304,1
221520,2
221736,0
221895,3
222116,1
222308,2
222444,0
222660,3
222819,1
223025,2
223222,0
223428,3
223618,1
223776,2
223961,0
224169,3
224360,1
224542,2
224822,0
225080,3
225669,2
225846,1
226011,3
226203,0
226373,2
226881,1
227251,3
227494,0
227718,2
228118,3
228213,2
228249,1
228326,0
229142,1
229154,2
230045,0
230047,1
230059,3
230062,2
230309,0
230313,1
230318,3
230325,2
230793,0
230793,1
230796,3
230797,2
231043,3
231046,2
231051,0
231053,1
231552,2
231571,1
231662,0
231697,3
232392,2
232403,1
233468,2
233936,1
234147,3
234278,0
234452,2
234585,1
234746,3
234874,0
235096,2
235904,1
236092,3
236227,0
236359,2
237061,1
237246,3
237831,0
238030,2
238226,1
238418,3
238697,0
238835,2
239357,2
239789,1
240176,3
240608,0
240960,2
241403,0
241763,2
242077,1
242221,3
242384,0
242514,2
243018,1
243209,3
243402,0
244185,2
244340,1
244580,3
244966,0
245138,2
245290,1
245723,3
246003,0
246349,2
246606,1
246821,3
247713,0
247856,2
248138,1
248371,3
248545,0
248793,2
248941,1
249152,3
249278,0
249457,2
249592,1
249984,3
250121,0
250357,2
250497,1
250713,3
250887,0
251063,2
251184,1
251406,3
251585,0
251754,2
251922,1
252091,3
252271,0
252439,2
252588,1
252788,3
252925,0
253092,2
253414,1
253632,3
253814,0
253985,2
254129,1
254368,3
254519,0
254691,2
254823,1
255068,3
255260,0
255554,2
255725,1
255906,3
256055,0
256251,2
256434,1
256611,3
256749,0
257415,2
257635,1
257843,3
258051,0
258323,2
258501,1
258766,3
258968,0
259185,2
259370,1
259653,3
259835,0
260019,2
260181,1
260357,3
260530,0
260690,2
260853,1
261069,3
261245,0
261471,2
261648,1
261855,3
262015,0
262206,2
262364,1
262546,3
262711,0
262893,2
263064,1
263264,3
263434,0
263652,2
263835,1
264008,3
264193,0
264336,2
264503,1
264672,3
264835,0
264990,2
265181,1
265404,3
265610,0
265818,2
266051,1
266211,3
266533,0
267126,3
267128,2
267143,1
267161,0
267861,3
267866,0
267869,2
267875,1
268818,2
268832,1
269548,3
269580,0
